"Event H-ID","Character(s) Present H-ID",rec_Title
1629,1208|1203|1226|1229|1227,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Little Boy Alias: None
in ""Parmeshwar Singh""|NA - Boy's Sister Alias: None
in ""Parmeshwar Singh""|NA - Boy's Mother Alias: None
in ""Parmeshwar Singh"""
1630,1208|1209|1213,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh's Wife Alias: None
in ""Parmeshwar Singh""|Singh - Amar Kaur Alias: None
in ""Parmeshwar Singh"""
1631,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1632,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1633,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1634,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1635,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1636,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1637,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1638,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1639,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1640,1203|1208,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1641,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1642,1208|1203,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1643,1208,"Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh"""
1644,1203|1233,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Two Soldiers Alias: None
in ""Parmeshwar Singh"""
1645,1203|1233,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Two Soldiers Alias: None
in ""Parmeshwar Singh"""
1646,1203|1233,"Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh""|NA - Two Soldiers Alias: None
in ""Parmeshwar Singh"""
1647,1233|1208|1203,"NA - Two Soldiers Alias: None
in ""Parmeshwar Singh""|Singh - Parmeshwar Singh Alias: Parmo
in ""Parmeshwar Singh""|Unnamed - Akhtar Alias: Kartarey
in ""Parmeshwar Singh"""
1654,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1655,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1656,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1657,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1658,748|746,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table"""
1659,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1661,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1662,748|756,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Porter - Unknown Alias: None
in ""The Dressing Table"""
1663,748|746,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table"""
1664,746|748,"Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table""|Choudhary - Salil Alias: None
in ""The Dressing Table"""
1665,748|746,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table"""
1666,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1667,759|769|768|765|766|767,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Unnamed Bengali Family on Train Daughter 2 - Khushi Alias: Hashi's sister
in ""The Dressing Table""|Unnamed Bengali Family on Train Mother - Unknown Alias: Bengali Mother
in ""The Dressing Table""|Unnamed Bengali Family in Train Daughter 1 - Hashi Alias: Sister of Kushi, Daughter of the Middleaged Gentleman, Sister of the Little Son
in ""The Dressing Table""|Unnamed Bengali Family in Train Father - Unknown Alias: None
in ""The Dressing Table""|Little Son of the Family on the Train - Unknown Alias: None
in ""The Dressing Table"""
1668,759|766|765|769|768,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Unnamed Bengali Family in Train Father - Unknown Alias: None
in ""The Dressing Table""|Unnamed Bengali Family in Train Daughter 1 - Hashi Alias: Sister of Kushi, Daughter of the Middleaged Gentleman, Sister of the Little Son
in ""The Dressing Table""|Unnamed Bengali Family on Train Daughter 2 - Khushi Alias: Hashi's sister
in ""The Dressing Table""|Unnamed Bengali Family on Train Mother - Unknown Alias: Bengali Mother
in ""The Dressing Table"""
1669,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1670,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1671,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1672,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1673,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1674,757|759,"Amal - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1675,757|758|759,"Amal - Unknown Alias: None
in ""The Dressing Table""|Amal's Wife - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1676,757|758|781|759,"Amal - Unknown Alias: None
in ""The Dressing Table""|Amal's Wife - Unknown Alias: None
in ""The Dressing Table""|Amal's Child - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1678,784|1680,"Scheduled Caste Villagers - Unknown Alias: None
in ""The Dressing Table""|Police - Unknown Alias: None
in ""The Dressing Table"""
1681,785|786|784,"Armed Policemen - Unknown Alias: None
in ""The Dressing Table""|Gang of hooligans - Unknown Alias: None
in ""The Dressing Table""|Scheduled Caste Villagers - Unknown Alias: None
in ""The Dressing Table"""
1682,787|1684,"Goondas - Unknown Alias: None
in ""The Dressing Table""|Hindus - Unknown Alias: None
in ""The Dressing Table"""
1685,788,"Leader of a large gang of goondas - Anwar Alias: None
in ""The Dressing Table"""
1686,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1687,759|788,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Leader of a large gang of goondas - Anwar Alias: None
in ""The Dressing Table"""
1688,757|759|758|781,"Amal - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Amal's Wife - Unknown Alias: None
in ""The Dressing Table""|Amal's Child - Unknown Alias: None
in ""The Dressing Table"""
1689,759|789,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Rahim's Student - Unknown Alias: None
in ""The Dressing Table"""
1690,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1691,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1692,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1693,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1694,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1695,759|761,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Choudhury - Amina Alias: Rahim's Wife
in ""The Dressing Table"""
1697,790|792,"Road-side Heroes - Unknown Alias: None
in ""The Dressing Table""|Pundit of a Local College - Unknown Alias: None
in ""The Dressing Table"""
1698,759|791,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table""|Local VIPs - Unknown Alias: None
in ""The Dressing Table"""
1700,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1702,790|787,"Road-side Heroes - Unknown Alias: None
in ""The Dressing Table""|Goondas - Unknown Alias: None
in ""The Dressing Table"""
1703,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1704,757|761|759,"Amal - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Amina Alias: Rahim's Wife
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1705,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1706,748,"Choudhary - Salil Alias: None
in ""The Dressing Table"""
1707,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1708,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1710,1711,"Refugees - Unknown Alias: None
in ""The Dressing Table"""
1712,759,"Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1713,757|759,"Amal - Unknown Alias: None
in ""The Dressing Table""|Choudhury - Rahimuddin Alias: Rahim
in ""The Dressing Table"""
1714,757|781|758,"Amal - Unknown Alias: None
in ""The Dressing Table""|Amal's Child - Unknown Alias: None
in ""The Dressing Table""|Amal's Wife - Unknown Alias: None
in ""The Dressing Table"""
1780,1781,"Sikh woman from Jyoti's mother's village - Unknown Alias: None
in ""A Leaf in the Storm"""
1782,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1783,1446|1784|1785,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Zamindar from Jyoti's village - Unknown Alias: None
in ""A Leaf in the Storm""|Women of Jyoti's village - Unknown Alias: None
in ""A Leaf in the Storm"""
1788,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1792,1793,"Residents gathering in the backyard of the camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1796,1793,"Residents gathering in the backyard of the camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1799,1793,"Residents gathering in the backyard of the camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1800,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1801,1802,"Dead child found in the toilet - Unknown Alias: None
in ""A Leaf in the Storm"""
1804,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1815,748|1817|1821,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Local in Ujanipurah area 1 - Unknown Alias: None
in ""The Dressing Table""|Local in Ujanipurah area 2 - Unknown Alias: None
in ""The Dressing Table"""
1823,748|793|794|795|796|796,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Paanwallah - Unknown Alias: None
in ""The Dressing Table""|Refugees from East Bengal - Unknown Alias: None
in ""The Dressing Table""|Middle Aged Woman - Unknown Alias: None
in ""The Dressing Table""|Boy at the house with refugees - Unknown Alias: None
in ""The Dressing Table""|Boy at the house with refugees - Unknown Alias: None
in ""The Dressing Table"""
1830,748|796,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Boy at the house with refugees - Unknown Alias: None
in ""The Dressing Table"""
1836,748|796,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Boy at the house with refugees - Unknown Alias: None
in ""The Dressing Table"""
1838,748|746,"Choudhary - Salil Alias: None
in ""The Dressing Table""|Choudhary - Nanda Alias: Salil Choudhary's wife / Poet's Wife.
in ""The Dressing Table"""
1844,1853|1855,"Police at Howrah Station - Unknown Alias: None
in ""The Dressing Table""|Man with a bag which had a few paint brushes and a few sketches - Unknown Alias: None
in ""The Dressing Table"""
1858,1861,"Pakistani Spy - Unknown Alias: None
in ""The Dressing Table"""
1875,1253|1254|1255|1258,"Tarapada - Unknown Alias: None
in ""Childishness""|Nasiruddin - Unknown Alias: Nasir
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1878,1255|1260,"Indira - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
1880,1256|1258,"Habib - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1881,1260|1256,"Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness"""
1882,1260|1256|1255|1258,"Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1883,1255|1264,"Indira - Unknown Alias: None
in ""Childishness""|Indira's Aunt-in-Law - Unknown Alias: None
in ""Childishness"""
1884,1266|1258,"Nasiruddin's Mother - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1885,1266|1270|1268|1273,"Nasiruddin's Mother - Unknown Alias: None
in ""Childishness""|Nasiruddin's mother's youngest granddaughter - Unknown Alias: None
in ""Childishness""|Tarapada's aunt - Unknown Alias: None
in ""Childishness""|Tarapada's aunt's great-nephew - Unknown Alias: None
in ""Childishness"""
1886,1258|1255,"Halima - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness"""
1887,1255|1258|1260|1256,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness"""
1888,1255|1258,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1889,1288|1289|1258|1256,"Sahib - Ali Alias: None
in ""Childishness""|Ali Sahib's wife - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness"""
1890,1255|1258,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1891,1266|1256|1892,"Nasiruddin's Mother - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness""|Halima's husband - Unknown Alias: None
in ""Childishness"""
1893,1276|1258|1255,"Pedlar - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness"""
1894,1255|1258,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1896,1255|1258,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1898,1255|1258,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness"""
1899,1277,"Joint Peace Committee - Unknown Alias: None
in ""Childishness"""
1901,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1902,1258|1255,"Halima - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness"""
1903,1446|1904,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Distinguished guest - Unknown Alias: None
in ""A Leaf in the Storm"""
1905,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1907,1911,"Children in Indira's Home - Unknown Alias: None
in ""Childishness"""
1909,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1914,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1915,1820,"Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1916,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1917,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1918,1922|1924|1926|1927,"Jyoti's mother - Unknown Alias: None
in ""A Leaf in the Storm""|Doctor who delivered Jyoti - Unknown Alias: None
in ""A Leaf in the Storm""|Nurses who delivered Jyoti - Unknown Alias: None
in ""A Leaf in the Storm""|Jyoti's relatives - Unknown Alias: None
in ""A Leaf in the Storm"""
1921,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1925,1805|1807,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Carter who takes the munim to Aruakhoa - Bilat Alias: None
in ""The Champion of The People"""
1928,1805|1808,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Teacher of Consi L.P School - Unnamed Alias: None
in ""The Champion of The People"""
1931,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1932,1809|1806,"Viceroy - Unnamed Alias: None
in ""The Champion of The People""|Dokania - Johurmal Alias: None
in ""The Champion of The People"""
1933,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1934,1805|1807,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Carter who takes the munim to Aruakhoa - Bilat Alias: None
in ""The Champion of The People"""
1935,1805|1807,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Carter who takes the munim to Aruakhoa - Bilat Alias: None
in ""The Champion of The People"""
1936,1805|1807|1810|2379,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Carter who takes the munim to Aruakhoa - Bilat Alias: None
in ""The Champion of The People""|Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Son of Mushar Sao - Unnamed Alias: None
in ""The Champion of The People"""
1939,1805|1810|1811,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Stall-keepers - Unnamed Alias: None
in ""The Champion of The People"""
1940,1805|1810|1811|1807,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Stall-keepers - Unnamed Alias: None
in ""The Champion of The People""|Carter who takes the munim to Aruakhoa - Bilat Alias: None
in ""The Champion of The People"""
1942,1805|1810|1811|1812,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Stall-keepers - Unnamed Alias: None
in ""The Champion of The People""|Singh - Darpan Alias: None
in ""The Champion of The People"""
1943,1805|1811,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Stall-keepers - Unnamed Alias: None
in ""The Champion of The People"""
1944,1805|1813|1814,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Rice-sellers - Unnamed Alias: None
in ""The Champion of The People""|Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People"""
1945,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1947,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1948,1951|1952|1953|1954,"Fifteen women wearing ghoshah veils - Unknown Alias: None
in ""A Leaf in the Storm""|Master of house - Qasim Alias: None
in ""A Leaf in the Storm""|Jyoti's friend - Ayesha Alias: None
in ""A Leaf in the Storm""|Ayesha's brother - Ali Alias: None
in ""A Leaf in the Storm"""
1949,1805|1816,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Gossain - Pora Alias: None
in ""The Champion of The People"""
1956,1953|1951,"Jyoti's friend - Ayesha Alias: None
in ""A Leaf in the Storm""|Fifteen women wearing ghoshah veils - Unknown Alias: None
in ""A Leaf in the Storm"""
1957,1805|1816|1814|1818,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Gossain - Pora Alias: None
in ""The Champion of The People""|Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People""|Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People"""
1958,1814|1818,"Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People""|Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People"""
1959,1952,"Master of house - Qasim Alias: None
in ""A Leaf in the Storm"""
1960,1814|1818,"Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People""|Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People"""
1963,1818,"Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People"""
1964,1951|1952,"Fifteen women wearing ghoshah veils - Unknown Alias: None
in ""A Leaf in the Storm""|Master of house - Qasim Alias: None
in ""A Leaf in the Storm"""
1966,1818|1820,"Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1967,1952|1951,"Master of house - Qasim Alias: None
in ""A Leaf in the Storm""|Fifteen women wearing ghoshah veils - Unknown Alias: None
in ""A Leaf in the Storm"""
1968,1952|1951|1970,"Master of house - Qasim Alias: None
in ""A Leaf in the Storm""|Fifteen women wearing ghoshah veils - Unknown Alias: None
in ""A Leaf in the Storm""|Person who pulls women out of cart - Unknown Alias: None
in ""A Leaf in the Storm"""
1969,1818|1820|1814,"Acquantaince of Achhimaddi - Qasim Alias: None
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People""|Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People"""
1971,1820,"Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1972,1446|1922,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Jyoti's mother - Unknown Alias: None
in ""A Leaf in the Storm"""
1973,1820|1824,"Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People""|Potential leader of District Pakistan Conference - Sudder Alias: Sudder Sahib
in ""The Champion of The People"""
1975,1446|1976,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm""|Men in the prison - Unknown Alias: None
in ""A Leaf in the Storm"""
1977,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
1978,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1979,1982,"Childless women in the camp - Unknown Alias: None
in ""A Leaf in the Storm"""
1980,1805|1825,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Hindu traders from Dinajpur and Malda - Unnamed Alias: None
in ""The Champion of The People"""
1983,1805|1826|1820,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Messenger of Haji Sahib - Unnamed Alias: None
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1984,1446,"Devpal - Jyotirmoyi Alias: Jyoti
in ""A Leaf in the Storm"""
1985,1805|1820,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1986,1805|1820,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
1987,1805|1820|1822,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People""|One of Haji Sahib's men - Masum Alias: None
in ""The Champion of The People"""
1988,1805|1820|1848,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People"""
1989,1805|1827|1828,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Rajbanshis - Unnamed Alias: None
in ""The Champion of The People""|Polia women - Unnamed Alias: None
in ""The Champion of The People"""
1990,1805|1827|1828,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Rajbanshis - Unnamed Alias: None
in ""The Champion of The People""|Polia women - Unnamed Alias: None
in ""The Champion of The People"""
1991,1993,"Citizens of Aruakhoa - Unnamed Alias: None
in ""The Champion of The People"""
1994,1993,"Citizens of Aruakhoa - Unnamed Alias: None
in ""The Champion of The People"""
1995,1993,"Citizens of Aruakhoa - Unnamed Alias: None
in ""The Champion of The People"""
1996,1913,"Narrator - Unnamed Alias: None
in ""The Champion of The People"""
1997,1805|1854|1831,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Relief society in Calcutta - Unnamed Alias: None
in ""The Champion of The People""|Refugees at Aruakhoa - Unnamed Alias: None
in ""The Champion of The People"""
1998,1805|1848,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People"""
1999,1832,"Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2000,1832|1833|1805|1820,"Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People""|Hindu group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
2001,1809,"Viceroy - Unnamed Alias: None
in ""The Champion of The People"""
2004,1834|2005,"Rajbanshi - Chualal Alias: None
in ""The Champion of The People""|Pointsman at Sudhani station - Unnamed Alias: None
in ""The Champion of The People"""
2006,1835,"Old guard of the ijaradar - Israel Alias: None
in ""The Champion of The People"""
2007,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2012,2011|2013|2014,"Barber - Khanu Alias: None
in ""Neighbours""|Seth - Shyam Das Alias: None
in ""Neighbours""|National Guard leader - Salar Khan Mohammed Alias: None
in ""Neighbours"""
2016,2013,"Seth - Shyam Das Alias: None
in ""Neighbours"""
2020,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2021,2023|2024,"Hindus of Bihar - Unknown Alias: None
in ""Neighbours""|Muslims of Bihar - Unknown Alias: None
in ""Neighbours"""
2025,2011|2013,"Barber - Khanu Alias: None
in ""Neighbours""|Seth - Shyam Das Alias: None
in ""Neighbours"""
